curr1;curr2;rate;;;;;
AFN;UYW;127;; ('AFN', 'UYW', 127),;;;('AFN', 'UYW', 127),
AFN;UZS;568;; ('AFN', 'UZS', 568),;;;('AFN', 'UZS', 568),
AFN;VED;329;; ('AFN', 'VED', 329),;;;('AFN', 'VED', 329),
AFN;VES;860;; ('AFN', 'VES', 860),;;;('AFN', 'VES', 860),
AFN;VND;318;; ('AFN', 'VND', 318),;;;('AFN', 'VND', 318),
AFN;VUV;804;; ('AFN', 'VUV', 804),;;;('AFN', 'VUV', 804),
AFN;WST;715;; ('AFN', 'WST', 715),;;;('AFN', 'WST', 715),
AFN;XAF;966;; ('AFN', 'XAF', 966),;;;('AFN', 'XAF', 966),
AFN;XAG;909;; ('AFN', 'XAG', 909),;;;('AFN', 'XAG', 909),
AFN;XAU;261;; ('AFN', 'XAU', 261),;;;('AFN', 'XAU', 261),
AFN;XBA;678;; ('AFN', 'XBA', 678),;;;('AFN', 'XBA', 678),
AFN;XBB;618;; ('AFN', 'XBB', 618),;;;('AFN', 'XBB', 618),
AFN;XBC;888;; ('AFN', 'XBC', 888),;;;('AFN', 'XBC', 888),
AFN;XBD;262;; ('AFN', 'XBD', 262),;;;('AFN', 'XBD', 262),
AFN;XCD;162;; ('AFN', 'XCD', 162),;;;('AFN', 'XCD', 162),
AFN;XDR;611;; ('AFN', 'XDR', 611),;;;('AFN', 'XDR', 611),
AFN;XOF;992;; ('AFN', 'XOF', 992),;;;('AFN', 'XOF', 992),
AFN;XPD;77;; ('AFN', 'XPD', 77),;;;('AFN', 'XPD', 77),
AFN;XPF;189;; ('AFN', 'XPF', 189),;;;('AFN', 'XPF', 189),
AFN;XPT;584;; ('AFN', 'XPT', 584),;;;('AFN', 'XPT', 584),
AFN;XSU;742;; ('AFN', 'XSU', 742),;;;('AFN', 'XSU', 742),
AFN;XTS;603;; ('AFN', 'XTS', 603),;;;('AFN', 'XTS', 603),
AFN;XUA;571;; ('AFN', 'XUA', 571),;;;('AFN', 'XUA', 571),
AFN;XXX;240;; ('AFN', 'XXX', 240),;;;('AFN', 'XXX', 240),
AFN;YER;282;; ('AFN', 'YER', 282),;;;('AFN', 'YER', 282),
AFN;ZAR;771;; ('AFN', 'ZAR', 771),;;;('AFN', 'ZAR', 771),
AFN;ZMW;657;; ('AFN', 'ZMW', 657),;;;('AFN', 'ZMW', 657),
AFN;ZWL;780;; ('AFN', 'ZWL', 780),;;;('AFN', 'ZWL', 780),
ALL;AED;0.0012270;; ('ALL', 'AED', 0.0012270),;;;('ALL', 'AED', 0.0012270),
ALL;AFN;0.0038168;; ('ALL', 'AFN', 0.0038168),;;;('ALL', 'AFN', 0.0038168),
ALL;ALL;1;; ('ALL', 'ALL', 1),;;;('ALL', 'ALL', 1),
ALL;AMD;313;; ('ALL', 'AMD', 313),;;;('ALL', 'AMD', 313),
ALL;ANG;167;; ('ALL', 'ANG', 167),;;;('ALL', 'ANG', 167),
ALL;AOA;766;; ('ALL', 'AOA', 766),;;;('ALL', 'AOA', 766),
ALL;ARS;698;; ('ALL', 'ARS', 698),;;;('ALL', 'ARS', 698),
ALL;AUD;910;; ('ALL', 'AUD', 910),;;;('ALL', 'AUD', 910),
ALL;AWG;540;; ('ALL', 'AWG', 540),;;;('ALL', 'AWG', 540),
ALL;AZN;902;; ('ALL', 'AZN', 902),;;;('ALL', 'AZN', 902),
ALL;BAM;106;; ('ALL', 'BAM', 106),;;;('ALL', 'BAM', 106),
ALL;BBD;690;; ('ALL', 'BBD', 690),;;;('ALL', 'BBD', 690),
ALL;BDT;282;; ('ALL', 'BDT', 282),;;;('ALL', 'BDT', 282),
ALL;BGN;728;; ('ALL', 'BGN', 728),;;;('ALL', 'BGN', 728),
ALL;BHD;596;; ('ALL', 'BHD', 596),;;;('ALL', 'BHD', 596),
ALL;BIF;193;; ('ALL', 'BIF', 193),;;;('ALL', 'BIF', 193),
ALL;BMD;360;; ('ALL', 'BMD', 360),;;;('ALL', 'BMD', 360),
ALL;BND;613;; ('ALL', 'BND', 613),;;;('ALL', 'BND', 613),
ALL;BOB;97;; ('ALL', 'BOB', 97),;;;('ALL', 'BOB', 97),
ALL;BOV;516;; ('ALL', 'BOV', 516),;;;('ALL', 'BOV', 516),
ALL;BRL;25;; ('ALL', 'BRL', 25),;;;('ALL', 'BRL', 25),
ALL;BSD;405;; ('ALL', 'BSD', 405),;;;('ALL', 'BSD', 405),
ALL;BTN;285;; ('ALL', 'BTN', 285),;;;('ALL', 'BTN', 285),
ALL;BWP;752;; ('ALL', 'BWP', 752),;;;('ALL', 'BWP', 752),
ALL;BYN;579;; ('ALL', 'BYN', 579),;;;('ALL', 'BYN', 579),
ALL;BZD;420;; ('ALL', 'BZD', 420),;;;('ALL', 'BZD', 420),
ALL;CAD;96;; ('ALL', 'CAD', 96),;;;('ALL', 'CAD', 96),
ALL;CDF;888;; ('ALL', 'CDF', 888),;;;('ALL', 'CDF', 888),
ALL;CHE;472;; ('ALL', 'CHE', 472),;;;('ALL', 'CHE', 472),
ALL;CHF;230;; ('ALL', 'CHF', 230),;;;('ALL', 'CHF', 230),
ALL;CHW;804;; ('ALL', 'CHW', 804),;;;('ALL', 'CHW', 804),
ALL;CLF;811;; ('ALL', 'CLF', 811),;;;('ALL', 'CLF', 811),
ALL;CLP;627;; ('ALL', 'CLP', 627),;;;('ALL', 'CLP', 627),
ALL;COP;613;; ('ALL', 'COP', 613),;;;('ALL', 'COP', 613),
ALL;COU;761;; ('ALL', 'COU', 761),;;;('ALL', 'COU', 761),
ALL;CRC;949;; ('ALL', 'CRC', 949),;;;('ALL', 'CRC', 949),
ALL;CUP;92;; ('ALL', 'CUP', 92),;;;('ALL', 'CUP', 92),
ALL;CVE;908;; ('ALL', 'CVE', 908),;;;('ALL', 'CVE', 908),
ALL;CZK;862;; ('ALL', 'CZK', 862),;;;('ALL', 'CZK', 862),
ALL;DJF;545;; ('ALL', 'DJF', 545),;;;('ALL', 'DJF', 545),
ALL;DKK;210;; ('ALL', 'DKK', 210),;;;('ALL', 'DKK', 210),
ALL;DOP;196;; ('ALL', 'DOP', 196),;;;('ALL', 'DOP', 196),
ALL;DZD;161;; ('ALL', 'DZD', 161),;;;('ALL', 'DZD', 161),
ALL;EGP;969;; ('ALL', 'EGP', 969),;;;('ALL', 'EGP', 969),
ALL;ERN;281;; ('ALL', 'ERN', 281),;;;('ALL', 'ERN', 281),
ALL;ETB;316;; ('ALL', 'ETB', 316),;;;('ALL', 'ETB', 316),
ALL;EUR;760;; ('ALL', 'EUR', 760),;;;('ALL', 'EUR', 760),
ALL;FJD;197;; ('ALL', 'FJD', 197),;;;('ALL', 'FJD', 197),
ALL;FKP;196;; ('ALL', 'FKP', 196),;;;('ALL', 'FKP', 196),
ALL;GBP;708;; ('ALL', 'GBP', 708),;;;('ALL', 'GBP', 708),
ALL;GEL;926;; ('ALL', 'GEL', 926),;;;('ALL', 'GEL', 926),
ALL;GHS;516;; ('ALL', 'GHS', 516),;;;('ALL', 'GHS', 516),
ALL;GIP;217;; ('ALL', 'GIP', 217),;;;('ALL', 'GIP', 217),
ALL;GMD;620;; ('ALL', 'GMD', 620),;;;('ALL', 'GMD', 620),
ALL;GNF;829;; ('ALL', 'GNF', 829),;;;('ALL', 'GNF', 829),
ALL;GTQ;167;; ('ALL', 'GTQ', 167),;;;('ALL', 'GTQ', 167),
ALL;GYD;829;; ('ALL', 'GYD', 829),;;;('ALL', 'GYD', 829),
ALL;HKD;702;; ('ALL', 'HKD', 702),;;;('ALL', 'HKD', 702),
ALL;HNL;142;; ('ALL', 'HNL', 142),;;;('ALL', 'HNL', 142),
ALL;HTG;592;; ('ALL', 'HTG', 592),;;;('ALL', 'HTG', 592),
ALL;HUF;797;; ('ALL', 'HUF', 797),;;;('ALL', 'HUF', 797),
ALL;IDR;443;; ('ALL', 'IDR', 443),;;;('ALL', 'IDR', 443),
ALL;ILS;38;; ('ALL', 'ILS', 38),;;;('ALL', 'ILS', 38),
ALL;INR;516;; ('ALL', 'INR', 516),;;;('ALL', 'INR', 516),
ALL;IQD;18;; ('ALL', 'IQD', 18),;;;('ALL', 'IQD', 18),
ALL;IRR;656;; ('ALL', 'IRR', 656),;;;('ALL', 'IRR', 656),
ALL;ISK;266;; ('ALL', 'ISK', 266),;;;('ALL', 'ISK', 266),
ALL;JMD;147;; ('ALL', 'JMD', 147),;;;('ALL', 'JMD', 147),
ALL;JOD;638;; ('ALL', 'JOD', 638),;;;('ALL', 'JOD', 638),
ALL;JPY;664;; ('ALL', 'JPY', 664),;;;('ALL', 'JPY', 664),
ALL;KES;304;; ('ALL', 'KES', 304),;;;('ALL', 'KES', 304),
ALL;KGS;360;; ('ALL', 'KGS', 360),;;;('ALL', 'KGS', 360),
ALL;KHR;216;; ('ALL', 'KHR', 216),;;;('ALL', 'KHR', 216),
ALL;KMF;486;; ('ALL', 'KMF', 486),;;;('ALL', 'KMF', 486),
ALL;KPW;59;; ('ALL', 'KPW', 59),;;;('ALL', 'KPW', 59),
ALL;KRW;447;; ('ALL', 'KRW', 447),;;;('ALL', 'KRW', 447),
ALL;KWD;295;; ('ALL', 'KWD', 295),;;;('ALL', 'KWD', 295),
ALL;KYD;488;; ('ALL', 'KYD', 488),;;;('ALL', 'KYD', 488),
ALL;KZT;803;; ('ALL', 'KZT', 803),;;;('ALL', 'KZT', 803),
ALL;LAK;589;; ('ALL', 'LAK', 589),;;;('ALL', 'LAK', 589),
ALL;LBP;163;; ('ALL', 'LBP', 163),;;;('ALL', 'LBP', 163),
ALL;LKR;235;; ('ALL', 'LKR', 235),;;;('ALL', 'LKR', 235),
ALL;LRD;748;; ('ALL', 'LRD', 748),;;;('ALL', 'LRD', 748),
ALL;LSL;943;; ('ALL', 'LSL', 943),;;;('ALL', 'LSL', 943),
ALL;LYD;299;; ('ALL', 'LYD', 299),;;;('ALL', 'LYD', 299),
ALL;MAD;73;; ('ALL', 'MAD', 73),;;;('ALL', 'MAD', 73),
ALL;MDL;590;; ('ALL', 'MDL', 590),;;;('ALL', 'MDL', 590),
ALL;MGA;154;; ('ALL', 'MGA', 154),;;;('ALL', 'MGA', 154),
ALL;MKD;589;; ('ALL', 'MKD', 589),;;;('ALL', 'MKD', 589),
ALL;MMK;123;; ('ALL', 'MMK', 123),;;;('ALL', 'MMK', 123),
ALL;MNT;447;; ('ALL', 'MNT', 447),;;;('ALL', 'MNT', 447),
ALL;MOP;214;; ('ALL', 'MOP', 214),;;;('ALL', 'MOP', 214),
ALL;MRU;820;; ('ALL', 'MRU', 820),;;;('ALL', 'MRU', 820),
ALL;MUR;778;; ('ALL', 'MUR', 778),;;;('ALL', 'MUR', 778),
ALL;MVR;248;; ('ALL', 'MVR', 248),;;;('ALL', 'MVR', 248),
ALL;MWK;411;; ('ALL', 'MWK', 411),;;;('ALL', 'MWK', 411),
ALL;MXN;478;; ('ALL', 'MXN', 478),;;;('ALL', 'MXN', 478),
ALL;MXV;604;; ('ALL', 'MXV', 604),;;;('ALL', 'MXV', 604),
ALL;MYR;957;; ('ALL', 'MYR', 957),;;;('ALL', 'MYR', 957),
ALL;MZN;506;; ('ALL', 'MZN', 506),;;;('ALL', 'MZN', 506),
ALL;NAD;440;; ('ALL', 'NAD', 440),;;;('ALL', 'NAD', 440),
ALL;NGN;360;; ('ALL', 'NGN', 360),;;;('ALL', 'NGN', 360),
ALL;NIO;910;; ('ALL', 'NIO', 910),;;;('ALL', 'NIO', 910),
ALL;NOK;941;; ('ALL', 'NOK', 941),;;;('ALL', 'NOK', 941),
ALL;NPR;727;; ('ALL', 'NPR', 727),;;;('ALL', 'NPR', 727),
ALL;NZD;77;; ('ALL', 'NZD', 77),;;;('ALL', 'NZD', 77),
ALL;OMR;995;; ('ALL', 'OMR', 995),;;;('ALL', 'OMR', 995),
ALL;PAB;678;; ('ALL', 'PAB', 678),;;;('ALL', 'PAB', 678),
ALL;PEN;642;; ('ALL', 'PEN', 642),;;;('ALL', 'PEN', 642),
ALL;PGK;860;; ('ALL', 'PGK', 860),;;;('ALL', 'PGK', 860),
ALL;PHP;900;; ('ALL', 'PHP', 900),;;;('ALL', 'PHP', 900),
ALL;PKR;553;; ('ALL', 'PKR', 553),;;;('ALL', 'PKR', 553),
ALL;PLN;594;; ('ALL', 'PLN', 594),;;;('ALL', 'PLN', 594),
ALL;PYG;536;; ('ALL', 'PYG', 536),;;;('ALL', 'PYG', 536),
ALL;QAR;931;; ('ALL', 'QAR', 931),;;;('ALL', 'QAR', 931),
ALL;RON;467;; ('ALL', 'RON', 467),;;;('ALL', 'RON', 467),
ALL;RSD;154;; ('ALL', 'RSD', 154),;;;('ALL', 'RSD', 154),
ALL;CNY;351;; ('ALL', 'CNY', 351),;;;('ALL', 'CNY', 351),
ALL;RUB;589;; ('ALL', 'RUB', 589),;;;('ALL', 'RUB', 589),
ALL;RWF;713;; ('ALL', 'RWF', 713),;;;('ALL', 'RWF', 713),
ALL;SAR;662;; ('ALL', 'SAR', 662),;;;('ALL', 'SAR', 662),
ALL;SBD;391;; ('ALL', 'SBD', 391),;;;('ALL', 'SBD', 391),
ALL;SCR;673;; ('ALL', 'SCR', 673),;;;('ALL', 'SCR', 673),
ALL;SDG;285;; ('ALL', 'SDG', 285),;;;('ALL', 'SDG', 285),
ALL;SEK;983;; ('ALL', 'SEK', 983),;;;('ALL', 'SEK', 983),
ALL;SGD;968;; ('ALL', 'SGD', 968),;;;('ALL', 'SGD', 968),
ALL;SHP;587;; ('ALL', 'SHP', 587),;;;('ALL', 'SHP', 587),
ALL;SLE;169;; ('ALL', 'SLE', 169),;;;('ALL', 'SLE', 169),
ALL;SLL;234;; ('ALL', 'SLL', 234),;;;('ALL', 'SLL', 234),
ALL;SOS;290;; ('ALL', 'SOS', 290),;;;('ALL', 'SOS', 290),
ALL;SRD;132;; ('ALL', 'SRD', 132),;;;('ALL', 'SRD', 132),
ALL;SSP;402;; ('ALL', 'SSP', 402),;;;('ALL', 'SSP', 402),
ALL;STN;835;; ('ALL', 'STN', 835),;;;('ALL', 'STN', 835),
ALL;SVC;1;; ('ALL', 'SVC', 1),;;;('ALL', 'SVC', 1),
ALL;SYP;949;; ('ALL', 'SYP', 949),;;;('ALL', 'SYP', 949),
ALL;SZL;253;; ('ALL', 'SZL', 253),;;;('ALL', 'SZL', 253),
ALL;THB;130;; ('ALL', 'THB', 130),;;;('ALL', 'THB', 130),
ALL;TJS;769;; ('ALL', 'TJS', 769),;;;('ALL', 'TJS', 769),
ALL;TMT;655;; ('ALL', 'TMT', 655),;;;('ALL', 'TMT', 655),
ALL;TND;570;; ('ALL', 'TND', 570),;;;('ALL', 'TND', 570),
ALL;TOP;286;; ('ALL', 'TOP', 286),;;;('ALL', 'TOP', 286),
ALL;TRY;329;; ('ALL', 'TRY', 329),;;;('ALL', 'TRY', 329),
ALL;TTD;961;; ('ALL', 'TTD', 961),;;;('ALL', 'TTD', 961),
ALL;TWD;71;; ('ALL', 'TWD', 71),;;;('ALL', 'TWD', 71),
ALL;TZS;349;; ('ALL', 'TZS', 349),;;;('ALL', 'TZS', 349),
ALL;UAH;837;; ('ALL', 'UAH', 837),;;;('ALL', 'UAH', 837),
ALL;UGX;801;; ('ALL', 'UGX', 801),;;;('ALL', 'UGX', 801),
ALL;USD;392;; ('ALL', 'USD', 392),;;;('ALL', 'USD', 392),
ALL;USN;798;; ('ALL', 'USN', 798),;;;('ALL', 'USN', 798),
ALL;UYI;528;; ('ALL', 'UYI', 528),;;;('ALL', 'UYI', 528),
ALL;UYU;789;; ('ALL', 'UYU', 789),;;;('ALL', 'UYU', 789),
ALL;UYW;901;; ('ALL', 'UYW', 901),;;;('ALL', 'UYW', 901),
ALL;UZS;827;; ('ALL', 'UZS', 827),;;;('ALL', 'UZS', 827),
ALL;VED;863;; ('ALL', 'VED', 863),;;;('ALL', 'VED', 863),
ALL;VES;459;; ('ALL', 'VES', 459),;;;('ALL', 'VES', 459),
ALL;VND;820;; ('ALL', 'VND', 820),;;;('ALL', 'VND', 820),
ALL;VUV;209;; ('ALL', 'VUV', 209),;;;('ALL', 'VUV', 209),
ALL;WST;482;; ('ALL', 'WST', 482),;;;('ALL', 'WST', 482),
ALL;XAF;487;; ('ALL', 'XAF', 487),;;;('ALL', 'XAF', 487),
ALL;XAG;243;; ('ALL', 'XAG', 243),;;;('ALL', 'XAG', 243),
ALL;XAU;223;; ('ALL', 'XAU', 223),;;;('ALL', 'XAU', 223),
ALL;XBA;484;; ('ALL', 'XBA', 484),;;;('ALL', 'XBA', 484),
ALL;XBB;597;; ('ALL', 'XBB', 597),;;;('ALL', 'XBB', 597),
ALL;XBC;226;; ('ALL', 'XBC', 226),;;;('ALL', 'XBC', 226),
ALL;XBD;703;; ('ALL', 'XBD', 703),;;;('ALL', 'XBD', 703),
ALL;XCD;310;; ('ALL', 'XCD', 310),;;;('ALL', 'XCD', 310),
ALL;XDR;248;; ('ALL', 'XDR', 248),;;;('ALL', 'XDR', 248),
ALL;XOF;414;; ('ALL', 'XOF', 414),;;;('ALL', 'XOF', 414),
ALL;XPD;790;; ('ALL', 'XPD', 790),;;;('ALL', 'XPD', 790),
ALL;XPF;431;; ('ALL', 'XPF', 431),;;;('ALL', 'XPF', 431),
ALL;XPT;342;; ('ALL', 'XPT', 342),;;;('ALL', 'XPT', 342),
ALL;XSU;720;; ('ALL', 'XSU', 720),;;;('ALL', 'XSU', 720),
ALL;XTS;177;; ('ALL', 'XTS', 177),;;;('ALL', 'XTS', 177),
ALL;XUA;189;; ('ALL', 'XUA', 189),;;;('ALL', 'XUA', 189),
ALL;XXX;633;; ('ALL', 'XXX', 633),;;;('ALL', 'XXX', 633),
ALL;YER;990;; ('ALL', 'YER', 990),;;;('ALL', 'YER', 990),
ALL;ZAR;571;; ('ALL', 'ZAR', 571),;;;('ALL', 'ZAR', 571),
ALL;ZMW;628;; ('ALL', 'ZMW', 628),;;;('ALL', 'ZMW', 628),
ALL;ZWL;664;; ('ALL', 'ZWL', 664),;;;('ALL', 'ZWL', 664),
AMD;AED;0.0012107;; ('AMD', 'AED', 0.0012107),;;;('AMD', 'AED', 0.0012107),
AMD;AFN;0.0021692;; ('AMD', 'AFN', 0.0021692),;;;('AMD', 'AFN', 0.0021692),
AMD;ALL;0.0031949;; ('AMD', 'ALL', 0.0031949),;;;('AMD', 'ALL', 0.0031949),
AMD;AMD;1;; ('AMD', 'AMD', 1),;;;('AMD', 'AMD', 1),
AMD;ANG;890;; ('AMD', 'ANG', 890),;;;('AMD', 'ANG', 890),
AMD;AOA;249;; ('AMD', 'AOA', 249),;;;('AMD', 'AOA', 249),
AMD;ARS;689;; ('AMD', 'ARS', 689),;;;('AMD', 'ARS', 689),
AMD;AUD;929;; ('AMD', 'AUD', 929),;;;('AMD', 'AUD', 929),
AMD;AWG;987;; ('AMD', 'AWG', 987),;;;('AMD', 'AWG', 987),
AMD;AZN;831;; ('AMD', 'AZN', 831),;;;('AMD', 'AZN', 831),
AMD;BAM;372;; ('AMD', 'BAM', 372),;;;('AMD', 'BAM', 372),
AMD;BBD;726;; ('AMD', 'BBD', 726),;;;('AMD', 'BBD', 726),
AMD;BDT;83;; ('AMD', 'BDT', 83),;;;('AMD', 'BDT', 83),
AMD;BGN;744;; ('AMD', 'BGN', 744),;;;('AMD', 'BGN', 744),
AMD;BHD;353;; ('AMD', 'BHD', 353),;;;('AMD', 'BHD', 353),
AMD;BIF;930;; ('AMD', 'BIF', 930),;;;('AMD', 'BIF', 930),
AMD;BMD;80;; ('AMD', 'BMD', 80),;;;('AMD', 'BMD', 80),
AMD;BND;25;; ('AMD', 'BND', 25),;;;('AMD', 'BND', 25),
AMD;BOB;152;; ('AMD', 'BOB', 152),;;;('AMD', 'BOB', 152),
AMD;BOV;491;; ('AMD', 'BOV', 491),;;;('AMD', 'BOV', 491),
AMD;BRL;484;; ('AMD', 'BRL', 484),;;;('AMD', 'BRL', 484),
AMD;BSD;896;; ('AMD', 'BSD', 896),;;;('AMD', 'BSD', 896),
AMD;BTN;700;; ('AMD', 'BTN', 700),;;;('AMD', 'BTN', 700),
AMD;BWP;380;; ('AMD', 'BWP', 380),;;;('AMD', 'BWP', 380),
AMD;BYN;382;; ('AMD', 'BYN', 382),;;;('AMD', 'BYN', 382),
AMD;BZD;847;; ('AMD', 'BZD', 847),;;;('AMD', 'BZD', 847),
AMD;CAD;385;; ('AMD', 'CAD', 385),;;;('AMD', 'CAD', 385),
AMD;CDF;201;; ('AMD', 'CDF', 201),;;;('AMD', 'CDF', 201),
AMD;CHE;488;; ('AMD', 'CHE', 488),;;;('AMD', 'CHE', 488),
AMD;CHF;244;; ('AMD', 'CHF', 244),;;;('AMD', 'CHF', 244),
AMD;CHW;588;; ('AMD', 'CHW', 588),;;;('AMD', 'CHW', 588),
AMD;CLF;741;; ('AMD', 'CLF', 741),;;;('AMD', 'CLF', 741),
AMD;CLP;149;; ('AMD', 'CLP', 149),;;;('AMD', 'CLP', 149),
AMD;COP;584;; ('AMD', 'COP', 584),;;;('AMD', 'COP', 584),
AMD;COU;645;; ('AMD', 'COU', 645),;;;('AMD', 'COU', 645),
AMD;CRC;337;; ('AMD', 'CRC', 337),;;;('AMD', 'CRC', 337),
AMD;CUP;900;; ('AMD', 'CUP', 900),;;;('AMD', 'CUP', 900),
AMD;CVE;928;; ('AMD', 'CVE', 928),;;;('AMD', 'CVE', 928),
AMD;CZK;18;; ('AMD', 'CZK', 18),;;;('AMD', 'CZK', 18),
AMD;DJF;240;; ('AMD', 'DJF', 240),;;;('AMD', 'DJF', 240),
AMD;DKK;675;; ('AMD', 'DKK', 675),;;;('AMD', 'DKK', 675),
AMD;DOP;415;; ('AMD', 'DOP', 415),;;;('AMD', 'DOP', 415),
AMD;DZD;500;; ('AMD', 'DZD', 500),;;;('AMD', 'DZD', 500),
AMD;EGP;928;; ('AMD', 'EGP', 928),;;;('AMD', 'EGP', 928),
AMD;ERN;660;; ('AMD', 'ERN', 660),;;;('AMD', 'ERN', 660),
AMD;ETB;178;; ('AMD', 'ETB', 178),;;;('AMD', 'ETB', 178),
AMD;EUR;131;; ('AMD', 'EUR', 131),;;;('AMD', 'EUR', 131),
AMD;FJD;359;; ('AMD', 'FJD', 359),;;;('AMD', 'FJD', 359),
AMD;FKP;352;; ('AMD', 'FKP', 352),;;;('AMD', 'FKP', 352),
AMD;GBP;147;; ('AMD', 'GBP', 147),;;;('AMD', 'GBP', 147),
AMD;GEL;933;; ('AMD', 'GEL', 933),;;;('AMD', 'GEL', 933),
AMD;GHS;564;; ('AMD', 'GHS', 564),;;;('AMD', 'GHS', 564),
AMD;GIP;120;; ('AMD', 'GIP', 120),;;;('AMD', 'GIP', 120),
AMD;GMD;952;; ('AMD', 'GMD', 952),;;;('AMD', 'GMD', 952),
AMD;GNF;826;; ('AMD', 'GNF', 826),;;;('AMD', 'GNF', 826),
AMD;GTQ;733;; ('AMD', 'GTQ', 733),;;;('AMD', 'GTQ', 733),
AMD;GYD;142;; ('AMD', 'GYD', 142),;;;('AMD', 'GYD', 142),
AMD;HKD;92;; ('AMD', 'HKD', 92),;;;('AMD', 'HKD', 92),
AMD;HNL;845;; ('AMD', 'HNL', 845),;;;('AMD', 'HNL', 845),
AMD;HTG;171;; ('AMD', 'HTG', 171),;;;('AMD', 'HTG', 171),
AMD;HUF;217;; ('AMD', 'HUF', 217),;;;('AMD', 'HUF', 217),
AMD;IDR;289;; ('AMD', 'IDR', 289),;;;('AMD', 'IDR', 289),
AMD;ILS;814;; ('AMD', 'ILS', 814),;;;('AMD', 'ILS', 814),
AMD;INR;753;; ('AMD', 'INR', 753),;;;('AMD', 'INR', 753),
AMD;IQD;320;; ('AMD', 'IQD', 320),;;;('AMD', 'IQD', 320),
AMD;IRR;316;; ('AMD', 'IRR', 316),;;;('AMD', 'IRR', 316),
AMD;ISK;315;; ('AMD', 'ISK', 315),;;;('AMD', 'ISK', 315),
AMD;JMD;717;; ('AMD', 'JMD', 717),;;;('AMD', 'JMD', 717),
AMD;JOD;971;; ('AMD', 'JOD', 971),;;;('AMD', 'JOD', 971),
AMD;JPY;571;; ('AMD', 'JPY', 571),;;;('AMD', 'JPY', 571),
AMD;KES;980;; ('AMD', 'KES', 980),;;;('AMD', 'KES', 980),
AMD;KGS;535;; ('AMD', 'KGS', 535),;;;('AMD', 'KGS', 535),
AMD;KHR;782;; ('AMD', 'KHR', 782),;;;('AMD', 'KHR', 782),
AMD;KMF;175;; ('AMD', 'KMF', 175),;;;('AMD', 'KMF', 175),
AMD;KPW;678;; ('AMD', 'KPW', 678),;;;('AMD', 'KPW', 678),
AMD;KRW;794;; ('AMD', 'KRW', 794),;;;('AMD', 'KRW', 794),
AMD;KWD;806;; ('AMD', 'KWD', 806),;;;('AMD', 'KWD', 806),
AMD;KYD;958;; ('AMD', 'KYD', 958),;;;('AMD', 'KYD', 958),
AMD;KZT;199;; ('AMD', 'KZT', 199),;;;('AMD', 'KZT', 199),
AMD;LAK;909;; ('AMD', 'LAK', 909),;;;('AMD', 'LAK', 909),
AMD;LBP;60;; ('AMD', 'LBP', 60),;;;('AMD', 'LBP', 60),
AMD;LKR;448;; ('AMD', 'LKR', 448),;;;('AMD', 'LKR', 448),
AMD;LRD;321;; ('AMD', 'LRD', 321),;;;('AMD', 'LRD', 321),
AMD;LSL;991;; ('AMD', 'LSL', 991),;;;('AMD', 'LSL', 991),
AMD;LYD;971;; ('AMD', 'LYD', 971),;;;('AMD', 'LYD', 971),
AMD;MAD;489;; ('AMD', 'MAD', 489),;;;('AMD', 'MAD', 489),
AMD;MDL;501;; ('AMD', 'MDL', 501),;;;('AMD', 'MDL', 501),
AMD;MGA;315;; ('AMD', 'MGA', 315),;;;('AMD', 'MGA', 315),
AMD;MKD;32;; ('AMD', 'MKD', 32),;;;('AMD', 'MKD', 32),
AMD;MMK;194;; ('AMD', 'MMK', 194),;;;('AMD', 'MMK', 194),
AMD;MNT;467;; ('AMD', 'MNT', 467),;;;('AMD', 'MNT', 467),
AMD;MOP;697;; ('AMD', 'MOP', 697),;;;('AMD', 'MOP', 697),
AMD;MRU;128;; ('AMD', 'MRU', 128),;;;('AMD', 'MRU', 128),
AMD;MUR;122;; ('AMD', 'MUR', 122),;;;('AMD', 'MUR', 122),
AMD;MVR;593;; ('AMD', 'MVR', 593),;;;('AMD', 'MVR', 593),
AMD;MWK;125;; ('AMD', 'MWK', 125),;;;('AMD', 'MWK', 125),
AMD;MXN;98;; ('AMD', 'MXN', 98),;;;('AMD', 'MXN', 98),
AMD;MXV;274;; ('AMD', 'MXV', 274),;;;('AMD', 'MXV', 274),
AMD;MYR;379;; ('AMD', 'MYR', 379),;;;('AMD', 'MYR', 379),
AMD;MZN;320;; ('AMD', 'MZN', 320),;;;('AMD', 'MZN', 320),
AMD;NAD;305;; ('AMD', 'NAD', 305),;;;('AMD', 'NAD', 305),
AMD;NGN;478;; ('AMD', 'NGN', 478),;;;('AMD', 'NGN', 478),
AMD;NIO;198;; ('AMD', 'NIO', 198),;;;('AMD', 'NIO', 198),
AMD;NOK;567;; ('AMD', 'NOK', 567),;;;('AMD', 'NOK', 567),
AMD;NPR;275;; ('AMD', 'NPR', 275),;;;('AMD', 'NPR', 275),
AMD;NZD;435;; ('AMD', 'NZD', 435),;;;('AMD', 'NZD', 435),
AMD;OMR;831;; ('AMD', 'OMR', 831),;;;('AMD', 'OMR', 831),
AMD;PAB;485;; ('AMD', 'PAB', 485),;;;('AMD', 'PAB', 485),
AMD;PEN;481;; ('AMD', 'PEN', 481),;;;('AMD', 'PEN', 481),
AMD;PGK;543;; ('AMD', 'PGK', 543),;;;('AMD', 'PGK', 543),
